Swingup Success,Swingup Time [s],Energy [J],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],RealAI Score
1.0,1.815648317337036,20.182528393151923,30.31992660598413,0.41510835162519544,111.07623411275839,0.24708567819463823
