Swingup Success,Swingup Time [s],Energy [J],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],RealAI Score
1.0,1.806419849395752,17.261410054881544,11.478878133840878,0.41925083713626576,111.87996370403977,0.27051709882539354
