Swingup Success,Swingup Time [s],Energy [J],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],RealAI Score
1.0,3.0894832611083984,19.205426623419616,13.307460249479153,0.6447662580190897,165.32069607096014,0.19087830213142665
