Swingup Success,Swingup Time [s],Energy [J],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],RealAI Score
1.0,8.346192359924316,16.680684537065076,9.129648184834103,0.2335201121447919,308.6855239897127,0.11108497974419629
