Swingup Success,Swingup Time [s],Energy [J],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],RealAI Score
0.0,9.999376058578493,9.119895971217456,25.004202332050735,0.4800808761854261,31.281759091046258,0.0
