Swingup Success,Swingup Time [s],Energy [J],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],RealAI Score
1.0,4.907684087753296,24.81002647936655,20.052301584633124,0.6075556141409888,269.5838873302625,0.1046590362394102
