Swingup Success,Swingup Time [s],Energy [J],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],RealAI Score
1.0,6.725387573242188,34.54530457262973,30.118434074988308,0.2666629695717744,243.30361773356213,0.062199114017033263
