Swingup Success,Swingup Time [s],Energy [J],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],RealAI Score
0.0,1.5563955307006836,29.255931744170223,13.144192696647472,0.3760890815076471,252.0385783644465,0.0
