Swingup Success,Swingup Time [s],Energy [J],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],RealAI Score
1.0,1.5519814491271973,14.21169614567561,11.95728072782045,0.31387701452889216,64.49238442141328,0.34154729700012787
