Controller,Short Controller Description,Swingup Success,Swingup Time [s],Energy [J],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],RealAI Score,Username
evolsac,SAC finetuning for both swingup and stabilisation,1/1,0.51,18.35,13.07,0.847,83.73,0.326,MarcoCali0
