Swingup Success,Swingup Time [s],Energy [J],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],RealAI Score
1.0,0.5060000000000003,18.348372202962306,13.066433975598759,0.846633711217815,83.72754921416042,0.32635478639329807
