time,pos_meas1,pos_meas2,vel_meas1,vel_meas2,tau_con1,tau_con2
2.780000000000001914e-01,2.959953324113797635e+00,-2.271935911205369418e+00,1.175948480421353004e+01,1.798537237746151263e+00,-4.424216747283935547e+00,0.000000000000000000e+00
2.800000000000001932e-01,2.983148116823643559e+00,-2.268076507195223801e+00,1.143530122045380537e+01,2.059673083117685710e+00,-4.258298873901367188e+00,0.000000000000000000e+00
2.820000000000001950e-01,3.005700940673142973e+00,-2.263705478105588309e+00,1.111755229650154675e+01,2.310213466866155141e+00,-4.325205326080322266e+00,0.000000000000000000e+00
2.840000000000001967e-01,3.027615963433651469e+00,-2.258838735665190001e+00,1.079754019463210213e+01,2.555405742742689501e+00,-4.547275543212890625e+00,0.000000000000000000e+00
2.860000000000001985e-01,3.048882982223643179e+00,-2.253483527856587898e+00,1.046959234845706632e+01,2.798679296674325467e+00,-4.368073940277099609e+00,0.000000000000000000e+00
2.880000000000002003e-01,3.069501685520340306e+00,-2.247652304329027295e+00,1.014925630763579534e+01,3.031472696187336613e+00,-4.381902217864990234e+00,0.000000000000000000e+00
2.900000000000002021e-01,3.089480134463105987e+00,-2.241361568564273821e+00,9.829373434896455208e+00,3.258218042493069788e+00,-4.592823028564453125e+00,0.000000000000000000e+00
2.920000000000002038e-01,3.108811982093461435e+00,-2.234618993605740567e+00,9.502696337529942028e+00,3.483315971961234325e+00,-4.482205390930175781e+00,0.000000000000000000e+00
2.940000000000002056e-01,3.127496053830272960e+00,-2.227434809746500655e+00,9.181626725527058497e+00,3.699868569098123672e+00,-4.498421669006347656e+00,0.000000000000000000e+00
2.960000000000002074e-01,3.145538947243660122e+00,-2.219823106254281697e+00,8.861550039552589908e+00,3.910862444289433082e+00,-4.705708980560302734e+00,0.000000000000000000e+00
2.980000000000002092e-01,3.162935667046134824e+00,-2.211790663177263028e+00,8.535491741469936500e+00,4.120615466170649555e+00,-4.685117721557617188e+00,0.000000000000000000e+00
3.000000000000002109e-01,3.179683032360343553e+00,-2.203344896550424092e+00,8.212224119503764186e+00,4.324218030164082016e+00,-4.509116649627685547e+00,0.000000000000000000e+00
3.020000000000002127e-01,3.195792584972056094e+00,-2.194501339484857372e+00,7.897698961653998317e+00,4.518452429009766291e+00,-4.512196540832519531e+00,0.000000000000000000e+00
3.040000000000002145e-01,3.211275247423268198e+00,-2.185274508024027007e+00,7.585359562751505358e+00,4.707520648253968432e+00,-4.501296043395996094e+00,0.000000000000000000e+00
3.060000000000002163e-01,3.226136059788587307e+00,-2.175674875379025597e+00,7.275872289770187074e+00,4.891283069916729787e+00,-4.285893440246582031e+00,0.000000000000000000e+00
3.080000000000002180e-01,3.240388404873167261e+00,-2.165717439854246695e+00,6.976904241593043565e+00,5.065369986427097793e+00,-4.384315967559814453e+00,0.000000000000000000e+00
3.100000000000002198e-01,3.254041827159665168e+00,-2.155414265404447249e+00,6.676974347308141766e+00,5.237041009901385102e+00,-4.430368423461914062e+00,0.000000000000000000e+00
3.120000000000002216e-01,3.267096480542591053e+00,-2.144771237093194838e+00,6.378156466797237911e+00,5.405247927110417905e+00,-4.459146022796630859e+00,0.000000000000000000e+00
3.140000000000002234e-01,3.279555349442130563e+00,-2.133795523779451031e+00,6.081208738282136039e+00,5.569751859031378594e+00,-4.397826194763183594e+00,0.000000000000000000e+00
3.160000000000002252e-01,3.291425559525291256e+00,-2.122496422729267529e+00,5.789510448201940385e+00,5.728668023069512394e+00,-4.362658023834228516e+00,0.000000000000000000e+00
3.180000000000002269e-01,3.302716728306909655e+00,-2.110884325392296645e+00,5.502179823311737827e+00,5.882778158874335972e+00,-4.645775794982910156e+00,0.000000000000000000e+00
