Swingup Success,Swingup Time [s],Energy [J],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],RealAI Score
0.0,9.999515295028687,47.52014807214976,42.45298705673676,0.329446306350673,425.6956908306659,0.0
