Swingup Success,Swingup Time [s],Energy [J],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],RealAI Score
0.0,9.999731302261353,45.69778202119565,42.454972923382236,0.329446306350673,409.51171612441203,0.0
