Swingup Success,Swingup Time [s],Energy [J],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],RealAI Score
1.0,2.713816881179809,17.888674421990416,12.536641746668133,0.45599669505255574,175.32324255164826,0.2044090041527763
