Swingup Success,Swingup Time [s],Energy [J],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],RealAI Score
1.0,2.8294332027435303,15.487553423404055,9.273864313947316,0.2403899422564505,110.42916570126775,0.2631111140310046
