Swingup Success,Swingup Time [s],Energy [J],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],RealAI Score
0.0,9.999970912933348,33.52757878686229,28.096347318339536,0.33601095882785503,373.69844639914777,0.0
