Swingup Success,Swingup Time [s],Energy [J],Torque Cost[N²m²],Torque Smoothness [Nm],Velocity Cost [m²/s²],RealAI Score
1.0,1.5348556041717527,15.23173765323088,38.17773376923186,0.2755765583803154,66.40796402095764,0.32438398147361014
